Source;Frame;Fix Frame;Frame Period;Parameter;Size (bits);Charge (bps);Fix param in frame;4WD;4WS;ACU;ADAS;ADB;ANC;ATCU;ATCU_eDCT;AUDIOamp;AVM;BCM;BMS_12V;BSG;BSWL;BSWR;CPLC;DOP_RES;DOP_SECU;DOP_TCU;DSMU;DSU;DTOOL;EBA;ECM;EPKB;EPS;ESCL;EVAP;FrCamera;HECM;HEVC;HFM;HUD;HVAC;IDM;IVI;MagicFolding;MBL;METER;PBD;PSCU;RADAR;SceneRecorder;SCU;SONAR;TCU;USM;VADA;VDC;VSP;GW
FrCamera;FRCAMERA_A9;0;60;ADB_TypeObject5;3;50;0;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADAS;FTOOLS_ADAStoCGW;0;10;FTOOLS_ADAStoCGW;64;6400;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10
HEVC;FTOOLS_BMS2toCGW;0;10;FTOOLS_BMS2toCGW;64;6400;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10
HEVC;FTOOLS_BMStoCGW;0;10;FTOOLS_BMStoCGW;64;6400;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10
GW;FTOOLS_CGWtoADAS;0;10;FTOOLS_CGWtoADAS;64;6400;0;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GW;FTOOLS_CGWtoBMS;0;10;FTOOLS_CGWtoBMS;64;6400;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GW;FTOOLS_CGWtoBMS2;0;10;FTOOLS_CGWtoBMS2;64;6400;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GW;FTOOLS_CGWtoHEVC;0;10;FTOOLS_CGWtoHEVC;64;6400;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;
GW;FTOOLS_CGWtoMETER;0;10;FTOOLS_CGWtoMETER;64;6400;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;
GW;FTOOLS_CGWtoSWMC;0;10;FTOOLS_CGWtoSWMC;64;6400;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;
HEVC;FTOOLS_HEVCtoCGW;0;10;FTOOLS_HEVCtoCGW;64;6400;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10
TCU;FTOOLS_IVCtoSWMC;0;10;FTOOLS_IVCtoSWMC;64;6400;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;
METER;FTOOLS_METERtoCGW;0;10;FTOOLS_METERtoCGW;64;6400;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10
IVI;FTOOLS_SWMCtoCGW;0;10;FTOOLS_SWMCtoCGW;64;6400;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10
IVI;FTOOLS_SWMCtoIVC;0;10;FTOOLS_SWMCtoIVC;64;6400;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;
4WD;FWD_A1;0;20;ETS_Clock;4;200;0;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;10;;
4WD;FWD_A1;0;20;ETS_ModeLamp;3;150;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;
4WD;FWD_A1;0;20;ETSMalfunction;1;50;0;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;
4WD;FWD_A1;0;20;TorqueDistributionRatio;8;400;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
4WD;FWD_A1;0;20;EstimatedFinalClutchTorque;8;400;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;
4WD;FWD_A1;0;20;ETS_InternalOperationMode;2;100;0;;;;20;;;100;20;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;10;;
4WD;FWD_A1;0;20;ETS_WARN_MMD2;1;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;
4WD;FWD_A1;0;20;ETS_WARN_MMD1;1;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;
4WD;FWD_A1;0;20;ETS_WarningLamp;1;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;
4WD;FWD_A1;0;20;ETS_TorqueReductionReqCoupProt;1;50;0;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;20;;;;;;;;;;;;;;;;;;;;
4WD;FWD_A1;0;20;ETS_SlowWheelTorqueRequest;15;750;0;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;20;;;;;;;;;;;;;;;;;;;;
4WD;FWD_A1;0;20;TorqueVectoringIndicateReq_RL;3;150;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
4WD;FWD_A1;0;20;TorqueVectoringIndicateReq_RR;3;150;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
4WS;FWS_A2;0;200;RWS_FailureDisplayMMI;2;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;;;;;;;;;;;;
4WS;FWS_A2;0;200;RWS_FailureDisplayMMI_mirror;2;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;;;;;;;;;;;;
4WS;FWS_A2;0;200;Clock_FWS_A2;4;20;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;;;;;;;;;;;;
4WS;FWS_A2;0;200;RearWheelAnglePosition_slow;8;40;1;;;;;;;;;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;;;;;;;;;;;;
4WS;FWS_R3;0;10;RearWheelAnglePosition;8;800;1;;;;10;;;;;;;;;;10;10;;;;;;;;;;;;;;10;;;;;;;10;;;;;;10;;;10;;;20;10;;
4WS;FWS_R3;0;10;RWS_Clock;4;400;1;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;10;;;;;;;10;;
4WS;FWS_R3;0;10;RWS_FailureDisplay;2;200;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4WS;FWS_R3;0;10;RWS_StatusForHFP;2;200;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;
4WS;FWS_R3;0;10;RWSStatus;2;200;1;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;10;;
4WS;FWS_R3;0;10;CRC_FWS_R3;8;800;1;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;10;;;;;;;10;;
FrCamera;FrCamera_ITS_A42;0;60;FullBlockage;1;16.6666666666667;1;;;;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;SmearedSpots;1;16.6666666666667;1;;;;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;PartialBlockage;1;16.6666666666667;1;;;;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;LowSun;1;16.6666666666667;1;;;;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;SplashesRoadSpray;1;16.6666666666667;1;;;;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;BlurImage;1;16.6666666666667;1;;;;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;FoggyLights;1;16.6666666666667;1;;;;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;SmearImageSelfGlare;1;16.6666666666667;1;;;;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;ConstructionArea;1;16.6666666666667;1;;;;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;SunRay;1;16.6666666666667;1;;;;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;SpotHalosFrozenWindshield;1;16.6666666666667;1;;;;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;CalibrationMisalignment;1;16.6666666666667;1;;;;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;OutOfFocusStatus;1;16.6666666666667;1;;;;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;ImspiredVDnight;1;16.6666666666667;1;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;RadarLowVisibility;1;16.6666666666667;1;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;RadarMisalignment;1;16.6666666666667;1;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;CANdelay;9;150;1;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;ID_ClosestInPathVehicle;7;116.666666666667;1;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;LeftCloseRangeCutIn;1;16.6666666666667;1;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;RightCloseRangeCutIn;1;16.6666666666667;1;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;VideoObjectsNumber;5;83.3333333333333;1;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;AlertWarningIndicationReqD;1;16.6666666666667;1;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;AlertWarningIndicationReqA;1;16.6666666666667;1;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;AlertWarningIndicationReqB;1;16.6666666666667;1;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;AlertWarningIndicationReqC;1;16.6666666666667;1;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;PedestrianWarningLevel1;1;16.6666666666667;1;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;PedestrianWarningLevel2;1;16.6666666666667;1;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;PedestrianWarningLevel3;1;16.6666666666667;1;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;AlertWarningIndicationReqF;1;16.6666666666667;1;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;Clock_FrCamera_ITS_A42;4;66.6666666666667;1;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;
FrCamera;FrCamera_ITS_A42;0;60;CRC_FrCamera_ITS_A42;8;133.333333333333;1;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;
IVI;GPSPOSITION_A1;0;1000;LongitudeSeconde;13;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;
IVI;GPSPOSITION_A1;0;1000;LocationType;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;;;;
IVI;GPSPOSITION_A1;0;1000;LattitudeMode;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;
IVI;GPSPOSITION_A1;0;1000;LongitudeMode;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;
IVI;GPSPOSITION_A1;0;1000;LattitudeDegree;8;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;
IVI;GPSPOSITION_A1;0;1000;LongitudeDegree;8;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;
IVI;GPSPOSITION_A1;0;1000;LattitudeSeconde;13;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;
IVI;GPSPOSITION_A1;0;1000;LongitudeMinute;6;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;
IVI;GPSPOSITION_A1;0;1000;LattitudeMinute;6;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;
HEVC;HEVC_A1;0;100;ChargingPlugConnected_v2;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;500;;;;;;;100;;;;;
HEVC;HEVC_A1;0;100;ChargingSoundRequest;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;
HEVC;HEVC_A1;0;100;EV_LampRequest;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
HEVC;HEVC_A1;0;100;HEV_SystemFailureDisplay;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
HEVC;HEVC_A1;0;100;ParkPositionRequestedDisplay;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
HEVC;HEVC_A1;0;100;HEV_MajorElecFailureDisplay;1;10;0;;;;;;;;;;;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
HEVC;HEVC_A1;0;100;HEV_ChargeFailureDisplay;1;10;0;;;;;;;;;;;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
HEVC;HEVC_A1;0;100;HEV_ElecMotorFailureDisplay;1;10;0;;;;;;;;;;;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
HEVC;HEVC_A1;0;100;HVBatteryLow;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;100;;;;;;;100;;;;;
HEVC;HEVC_A1;0;100;ChargingStatusDisplay;3;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;100;;;;;;;100;;;;;
HEVC;HEVC_A1;0;100;ReadyLampStatus;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
HEVC;HEVC_A1;0;100;HVbatteryEmpty;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
HEVC;HEVC_A1;0;100;ElecMachineSpeed_EDR;12;120;0;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
HEVC;HEVC_A1;0;100;VehicleAutonomyZEV;10;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;;;;
HEVC;HEVC_A1;0;100;HVbatteryTemperature;7;70;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;100;;;;;
HEVC;HEVC_A1;0;100;HVbatInstantCurrentDisplay;10;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
ECM;HEVC_A2;0;100;EcoNavFuelSaving;10;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;100;;;;;
ECM;HEVC_A2;0;100;EngineMotorEnergyFlow;3;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;100;;;;;;;;;;;;
ECM;HEVC_A2;0;100;EngineWheelEnergyFlow;3;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;100;;;;;;;;;;;;
ECM;HEVC_A2;0;100;ChargeRemainingTimeDisplay;9;90;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;3000;;;;;;;3000;;;;;
ECM;HEVC_A2;0;100;HVBatteryEnergyLevel;7;70;0;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;100;;;100;;;;;;;100;;;;;
ECM;HEVC_A2;0;100;AllRouteSegmentsRequest;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;;;;;;;;;;;
ECM;HEVC_A2;0;100;TotalDrivePowerDisplay;8;80;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;
ECM;HEVC_A2;0;100;BatteryMotorEnergyFlow;3;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;100;;;;;;;;;;;;
ECM;HEVC_A2;0;100;MotorWheelEnergyFlow;3;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;100;;;;;;;;;;;;
ECM;HEVC_A2;0;100;AllWheelDriveFlag;1;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;100;;;;;;;;;;;;
ECM;HEVC_A2;0;100;AuxEnergyFlow;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;
ECM;HEVC_A2;0;100;HEV_ElecSysFailureDisplay;1;10;0;;;;;;;;;;;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
ECM;HEVC_A2;0;100;HybridTractionModeDisplay_v2;3;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;500;;;;;;;;;;;;
ECM;HEVC_A2;0;100;EcoNavStatus_v2;4;40;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;100;;;;;;;100;;;;;
ECM;HEVC_A2;0;100;TireRotatingDirection;2;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;100;;;;;;;;;;;;
HEVC;HEVC_A21;0;1000;BMS_MinTempProbeID_BLMS;8;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;
HEVC;HEVC_A21;0;1000;BMS_MaxTempProbeID_BLMS;8;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;
HEVC;HEVC_A21;0;1000;BMS_CellHighestVoltageID_BLMS;8;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;
HEVC;HEVC_A21;0;1000;BMS_CellLowestVoltageID_BLMS;8;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;
HEVC;HEVC_A21;0;1000;HVBatSerialNumber_BLMS;32;32;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;
HEVC;HEVC_A22;0;1000;HVBatteryTempMin_BLMS;7;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;
HEVC;HEVC_A22;0;1000;CellHighestVoltage_BLMS;9;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;
HEVC;HEVC_A22;0;1000;HVBatteryTempMax_BLMS;7;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;
HEVC;HEVC_A22;0;1000;CellLowestVoltage_BLMS;9;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;
HEVC;HEVC_A22;0;1000;BMS_HVNetworkVoltage_BLMS;13;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;
HEVC;HEVC_A22;0;1000;HVBatInstantCurrent_BLMS;13;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;
HEVC;HEVC_A23;0;1000;BMS2_FaultType_BLMS;3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;
HEVC;HEVC_A23;0;1000;BMS_FaultType_BLMS;3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;
HEVC;HEVC_A23;0;1000;CHGAvailableChargingPower_BLMS;10;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;
HEVC;HEVC_A23;0;1000;CHGTemp_BLMS;7;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;
HEVC;HEVC_A23;0;1000;CHGMaxACCurrent_BLMS;9;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;
HEVC;HEVC_A23;0;1000;OperatingTypeStatus_BLMS;3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;
HEVC;HEVC_A23;0;1000;ChargingPower_BLMS;12;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;;;;;
HEVC;HEVC_A24;0;3000;HVBatHealth_BLMS;7;2.33333333333333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;
HEVC;HEVC_A24;0;3000;CHGPowerMains_BLMS;9;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;
HEVC;HEVC_A25;0;500;EDriveOverHeatAlert;2;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
HEVC;HEVC_A25;0;500;HVB_HighTempAlert;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;;;;;;
HEVC;HEVC_A3;0;100;Clock_HEVC_A3;4;40;1;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;
HEVC;HEVC_A3;0;100;HVBatCondPriorityLevel;4;40;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;
HEVC;HEVC_A3;0;100;AvailableChargingPower;8;80;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;
HEVC;HEVC_A3;0;100;InputPower_License;8;80;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;
HEVC;HEVC_A3;0;100;HVBattCondTempAverage;7;70;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;
HEVC;HEVC_A3;0;100;IndoorAirCirculationRequest;1;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;;;;;;;;;;;;;;;;;
HEVC;HEVC_A3;0;100;ChillerActivation_Request;2;20;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;
HEVC;HEVC_A3;0;100;ChillerPriorityLevel;2;20;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;
HEVC;HEVC_A3;0;100;HEVC_PresoakActivationStatus;2;20;1;;;;;;;;;;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;;;;;
HEVC;HEVC_A3;0;100;HEVC_PresoakRequest;2;20;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;;;;;;;;;;;;;;;;;
HEVC;HEVC_A3;0;100;HEVC_Refuse_to_Sleep;2;20;1;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_A3;0;100;HVBatConditionningMode;2;20;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;100;;;;;
HEVC;HEVC_A3;0;100;COMPR_ON_permission;1;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;;;;;;;;;;;;;;;;;
HEVC;HEVC_A3;0;100;StatusOfHighVoltagePowerSupply;1;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;
HEVC;HEVC_A3;0;100;HEVC_StopLampRequest;2;20;1;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEVC;HEVC_A3;0;100;EngineWaterPumpStatus;5;50;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;
HEVC;HEVC_A4;0;100;HVBatteryEvaporatorTempSetPoint;10;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;
